%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
% This is a PROMISE Software Engineering Repository data set made publicly
% available in order to encourage repeatable, verifiable, refutable, and/or
% improvable predictive models of software engineering.
%
% If you publish material based on PROMISE data sets then, please
% follow the acknowledgment guidelines posted on the PROMISE repository
% web page http://promisedata.org/repository .
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
% (c) 2007  A. Gunes Koru 
%    Contact: gkoru AT umbc DOT edu Phone: +1 (410) 455 8843
% This data set is distributed under the
% Creative Commons Attribution-Share Alike 3.0 License
% http://creativecommons.org/licenses/by-sa/3.0/
%
% You are free:
%
%    * to Share -- copy, distribute and transmit the work
%    * to Remix -- to adapt the work
%
% Under the following conditions:
%
%      Attribution. You must attribute the work in the manner specified by
% the author or licensor (but not in any way that suggests that they endorse
% you or your use of the work).
%
%      Share Alike. If you alter, transform, or build upon this work, you
% may distribute the resulting work only under the same, similar or a 
% compatible license.
%
%    * For any reuse or distribution, you must make clear to others the 
% license terms of this work.
%    * Any of the above conditions can be waived if you get permission from 
% the copyright holder.
%    * Apart from the remix rights granted under this license, nothing in 
% this license impairs or restricts the author's moral rights.
%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%
%
% 1. Title: Recurrent event (defect fix) and size data for Mozilla Classes
%           This one includes a binary attribute (event) to show defect fix.
%	    The data is at the "observation" level. Each modification made to
%	    a C++ class was entered as an observation. A newly added class 
%	    created an observation. The observation period was between 
%	    May 29, 2002 and Feb 22, 2006.
%
% 2. Sources
%    (a) Creator: A. Gunes Koru
%    (b) Date: February 23, 2007
%    (c) Contact: gkoru AT umbc DOT edu Phone: +1 (410) 455 8843
%   
% 3. Donor: A. Gunes Koru 
%   
% 4. Past Usage: This data set was used for:
%
% A. Gunes Koru, Dongsong Zhang, and Hongfang Liu, "Modeling the 
% Effect of Size on Defect Proneness for Open-Source Software", 
% Predictive Models in Software Engineering Workshop, PROMISE 2007,
% May 20th 2007, Minneapolis, Minnesota, US.
% 
% Abstract:
%  Quality is becoming increasingly important with the continuous
%  adoption of open-source software.  Previous research has found that
%  there is generally a positive relationship between module size and
%  defect proneness. Therefore, in open-source software development, it
%  is important to monitor module size and understand its impact on
%  defect proneness. However, traditional approaches to quality
%  modeling, which measure specific system snapshots and obtain future
%  defect counts, are not well suited because open-source modules
%  usually evolve and their size changes over time. In this study, we
%  used Cox proportional hazards modeling with recurrent events to
%  study the effect of class size on defect-proneness in the Mozilla
%  product. We found that the effect of size was significant, and we
%  quantified this effect on defect proneness.
%
% The full paper can be downloaded from A. Gunes Koru's Website
% http://umbc.edu/~gkoru
% by following the Publications link or from the Web site of PROMISE 2007. 
%
% 5. Features:
% 
% This data set is used to create a conditional Cox Proportional
% Hazards Model
%
% id: A numeric identification assigned to each separate C++ class
% (Note that the id's do not increment from the first to the last 
% data row)
%
% start: A time infinitesimally greater than the time of the modification
% that created this observation (practically, modification time). When a 
% class is introduced to a system, a new observation is entered with start=0
%
% end: Either the time of the next modification, or the end of the 
% observation period, or the time of deletion, whichever comes first.
%
% event: event is set to 1 if a defect fix takes place 
% at the time represented by 'end', or 0 otherwise.  A class deletion 
% is handled easily by entering a final observation whose event is set 
% to 1 if the class is deleted for corrective maintenance, or 0 otherwise.
%
% size: It is a time-dependent covariate and its column carries the 
% number of source Lines of Code of the C++ classes 
% at time 'start'. Blank and comment lines are not counted.
%
% state: Initially set to 0, and it becomes 1 after the class 
% experiences an event, and remains at 1 thereafter.


@relation mozilla4

@attribute id numeric
@attribute start numeric
@attribute end numeric
@attribute event numeric
@attribute size numeric
@attribute state {0,1}

@data
55,97362,333561,1,35,1
55,333561,493874,1,35,1
55,493874,550139,0,36,1
55,550139,550201,1,30,1
55,550201,554191,1,31,1
55,554191,1338413,0,30,1
55,1338413,1717379,1,30,1
55,1717379,1802720,0,30,1
56,0,2791,0,166,0
56,2791,3192,1,218,0
56,3192,8338,1,199,1
56,8338,9920,0,200,1
56,9920,11451,0,214,1
56,11451,292179,0,222,1
56,292179,292216,0,222,1
56,292216,1404050,0,250,1
57,0,1070211,0,17,0
256,0,743530,1,13,0
256,743530,1024782,0,13,1
256,1024782,1209944,0,13,1
257,0,646021,1,13,0
257,646021,1024842,1,13,1
257,1024842,1109527,1,13,1
257,1109527,1495161,1,13,1
257,1495161,1846782,0,13,1
258,0,121,0,11,0
259,0,84237,0,46,0
260,0,30452,1,46,0
260,30452,505494,1,46,1
260,505494,917149,0,46,1
260,917149,1451666,0,45,1
261,0,36957,1,40,0
261,36957,121194,0,40,1
262,0,30265,1,40,0
262,30265,1451481,0,40,1
881,0,1185,0,213,0
881,1185,8109,0,377,0
881,8109,29985,1,362,0
881,29985,31296,0,405,1
881,31296,218717,1,424,1
881,218717,245914,1,534,1
881,245914,262596,1,552,1
881,262596,262983,0,551,1
881,262983,666343,0,551,1
882,0,129904,0,221,0
58,0,1855080,0,15,0
59,0,1560958,0,15,0
884,0,629213,0,126,0
883,0,30092,1,46,0
883,30092,629213,0,104,1
885,0,17436,0,47,0
886,0,17436,0,20,0
887,0,5848,0,326,0
887,5848,256445,0,265,0
60,0,1478938,0,46,0
263,0,1413388,0,33,0
264,0,1413388,0,10,0
265,0,1051781,1,164,0
265,1051781,1190996,1,155,1
265,1190996,1413387,0,155,1
61,0,185535,0,175,0
61,185535,185645,1,175,0
61,185645,318159,0,175,1
61,318159,809299,1,175,1
61,809299,901024,1,175,1
61,901024,919410,0,179,1
62,0,185535,0,175,0
62,185535,185645,1,175,0
62,185645,318159,0,175,1
62,318159,809299,1,175,1
62,809299,914987,1,175,1
62,914987,1192420,1,179,1
62,1192420,1212757,0,213,1
62,1212757,1713458,1,217,1
62,1713458,1773726,1,217,1
62,1773726,1869027,0,201,1
63,0,998174,0,25,0
64,0,1700651,0,25,0
65,0,747640,0,81,0
66,0,1450117,0,81,0
67,0,1777032,0,118,0
68,0,70667,0,674,0
68,70667,356461,0,655,0
68,356461,795561,0,678,0
68,795561,1777031,0,731,0
69,0,1420571,0,193,0
70,0,1478938,0,26,0
71,0,114602,1,388,0
71,114602,1923842,0,388,1
72,0,6265,0,888,0
72,6265,93217,0,1247,0
72,93217,486132,0,1268,0
72,486132,1471017,0,1268,0
73,0,1632973,0,4,0
74,0,1622698,0,44,0
75,0,1632973,0,51,0
76,0,2465,0,1026,0
76,2465,50381,0,34,0
76,50381,1864629,0,37,0
77,0,128215,1,25,0
77,128215,304685,0,25,1
77,304685,1937454,0,27,1
78,0,6526,1,1132,0
78,6526,24741,1,1193,1
78,24741,74646,1,1206,1
78,74646,81123,0,1243,1
78,81123,468025,1,1238,1
78,468025,1883885,0,1215,1
79,0,292520,0,95,0
79,292520,348204,1,95,0
79,348204,364330,0,96,1
79,364330,1225364,1,97,1
79,1225364,1925288,0,97,1
80,0,1415860,0,31,0
81,0,54520,1,65,0
81,54520,589327,0,65,1
82,0,537,0,47,0
83,0,1368,0,9,0
84,0,110,1,74,0
84,110,229285,1,74,1
84,229285,715489,1,74,1
84,715489,733875,0,84,1
85,0,110,1,74,0
85,110,229285,1,74,1
85,229285,729453,1,74,1
85,729453,1006886,1,84,1
85,1006886,1683494,0,88,1
86,0,110,1,193,0
86,110,623764,1,193,1
86,623764,715489,1,193,1
86,715489,733875,0,189,1
87,0,110,1,193,0
87,110,623764,1,193,1
87,623764,729452,1,193,1
87,729452,1006885,1,189,1
87,1006885,1683493,0,189,1
88,0,1201096,0,26,0
89,0,1201096,0,11,0
90,0,1855080,0,23,0
91,0,1560958,0,23,0
92,0,1837,0,35,0
92,1837,368513,0,36,0
93,0,13779,0,751,0
93,13779,31696,1,752,0
93,31696,40082,0,755,1
93,40082,73428,1,765,1
93,73428,119385,0,968,1
93,119385,386725,0,943,1
94,0,267340,0,7,0
95,0,747640,0,24,0
96,0,1312362,0,24,0
97,0,118934,0,33,0
98,0,321111,0,9,0
99,0,110,1,60,0
99,110,715489,1,60,1
99,715489,733875,0,56,1
100,0,110,1,60,0
100,110,729453,1,60,1
100,729453,1006886,1,56,1
100,1006886,1683494,0,61,1
101,0,277805,0,13,0
102,0,439358,0,148,0
109,0,265350,0,371,0
109,265350,327081,1,377,0
109,327081,1198194,1,490,1
109,1198194,1898118,0,493,1
110,0,230658,1,403,0
110,230658,409746,1,403,1
110,409746,427209,1,403,1
110,427209,998172,0,403,1
111,0,230658,1,403,0
111,230658,409746,1,403,1
111,409746,427209,1,403,1
111,427209,1700649,0,403,1
112,0,125463,0,246,0
112,125463,427211,1,246,0
112,427211,553454,0,246,1
112,553454,998174,0,250,1
113,0,125463,0,246,0
113,125463,427211,1,246,0
113,427211,553454,0,246,1
113,553454,1066168,0,250,1
113,1066168,1066173,0,251,1
113,1066173,1186954,1,250,1
113,1186954,1224166,1,248,1
113,1224166,1420642,1,246,1
113,1420642,1562881,1,245,1
113,1562881,1562900,1,246,1
113,1562900,1700648,0,242,1
266,0,1003009,0,91,0
266,1003009,1381975,1,91,0
266,1381975,1630319,0,91,1
114,0,110,1,92,0
114,110,132624,0,94,1
114,132624,715489,1,92,1
114,715489,733875,0,85,1
115,0,110,1,92,0
115,110,132624,0,94,1
115,132624,729453,1,92,1
115,729453,1006886,1,85,1
115,1006886,1683494,0,86,1
116,0,466859,0,19,0
116,466859,1338415,0,19,0
116,1338415,1717381,1,19,0
116,1717381,1965725,0,19,1
117,0,1338416,0,5,0
117,1338416,1717382,1,5,0
117,1717382,1965726,0,5,1
118,0,110,1,138,0
118,110,132624,0,139,1
118,132624,715489,1,142,1
118,715489,733875,0,139,1
119,0,110,1,138,0
119,110,132624,0,139,1
119,132624,729453,1,142,1
119,729453,1006886,1,139,1
119,1006886,1683494,0,139,1
120,0,18386,0,35,0
121,0,144756,0,35,0
105,0,1647356,0,1,0
106,0,1807485,0,1,0
107,0,1647356,0,1,0
108,0,829402,0,1,0
103,0,1807485,0,1,0
104,0,1035812,0,1,0
267,0,1667675,0,107,0
122,0,1070211,0,114,0
123,0,1632769,0,19,0
268,0,1927936,0,103,0
269,0,79670,1,308,0
269,79670,350259,0,289,1
269,350259,392339,1,308,1
269,392339,531994,1,289,1
269,531994,1927934,0,285,1
273,0,47094,1,134,0
273,47094,118934,0,16,1
274,0,47094,1,15,0
274,47094,321110,0,133,1
270,0,1035493,0,29,0
270,1035493,1414459,1,29,0
270,1414459,1662803,0,29,1
272,0,163197,0,37,0
271,0,259035,0,47,0
271,259035,455365,1,50,0
271,455365,1338414,0,50,1
271,1338414,1717380,1,48,1
271,1717380,1802526,0,48,1
275,0,1400862,0,24,0
124,0,165509,1,31,0
124,165509,384457,1,31,1
124,384457,1265823,0,33,1
124,1265823,1402764,0,33,1
124,1402764,1451499,1,34,1
124,1451499,1500607,1,37,1
124,1500607,1847377,0,37,1
125,0,165509,1,31,0
125,165509,747063,0,31,1
126,0,165509,1,23,0
126,165509,1847379,0,25,1
127,0,165509,1,23,0
127,165509,747063,0,25,1
132,0,19875,0,54,0
132,19875,767515,0,56,0
133,0,19875,0,54,0
133,19875,1469992,0,56,0
276,0,227565,0,295,0
128,0,211127,1,127,0
128,211127,978642,0,127,1
129,0,211127,1,127,0
129,211127,1681120,0,127,1
130,0,110,1,11,0
130,110,715489,1,12,1
130,715489,733875,0,12,1
131,0,110,1,11,0
131,110,729453,1,12,1
131,729453,1683495,0,12,1
144,0,1594613,0,186,0
145,0,1201096,0,11,0
134,0,14,1,124,0
134,14,772071,0,124,1
135,0,1022734,0,95,0
136,0,1019090,0,805,0
136,1019090,1791480,0,861,0
137,0,318,1,214,0
137,318,772389,0,214,1
138,0,333,1,778,0
138,333,772390,0,778,1
139,0,370910,0,653,0
140,0,119237,0,585,0
140,119237,891627,0,569,0
141,0,370910,0,464,0
142,0,371352,0,112,0
143,0,1022734,0,189,0
146,0,18386,0,28,0
147,0,163125,1,28,0
147,163125,277433,1,28,1
147,277433,954041,0,43,1
148,0,1938441,0,1174,0
149,0,1572473,0,38,0
150,0,130597,0,18,0
152,0,1560958,0,131,0
153,0,110,1,99,0
153,110,623764,1,99,1
153,623764,715489,1,99,1
153,715489,733875,0,95,1
154,0,110,1,99,0
154,110,623764,1,99,1
154,623764,729452,1,99,1
154,729452,1006885,1,95,1
154,1006885,1683493,0,101,1
155,0,96453,1,421,0
155,96453,286938,0,390,1
155,286938,438196,1,390,1
155,438196,1919707,0,403,1
151,0,1070211,0,71,0
156,0,31560,1,369,0
156,31560,425556,1,412,1
156,425556,619059,1,413,1
156,619059,669266,1,414,1
156,669266,705635,1,422,1
156,705635,722331,1,422,1
156,722331,1020438,1,445,1
156,1020438,1778289,0,445,1
157,0,425557,1,189,0
157,425557,619060,1,195,1
157,619060,665175,0,195,1
157,665175,669266,1,438,1
157,669266,677634,1,439,1
157,677634,688215,1,457,1
157,688215,688219,1,475,1
157,688219,705633,1,476,1
157,705633,709438,1,476,1
157,709438,722329,1,476,1
157,722329,1020436,1,476,1
157,1020436,1778287,0,476,1
158,0,66755,1,2544,0
158,66755,497372,1,1511,1
158,497372,723398,1,1510,1
158,723398,923445,1,1519,1
158,923445,1763287,0,1527,1
159,0,1409738,0,230,0
160,0,1632973,0,15,0
161,0,64795,0,1878,0
161,64795,79359,0,1906,0
161,79359,193157,1,1888,0
161,193157,197331,0,1885,1
161,197331,203803,1,1880,1
161,203803,767513,0,1873,1
162,0,64795,0,1878,0
162,64795,79359,0,1906,0
162,79359,193157,1,1888,0
162,193157,197331,0,1885,1
162,197331,203803,1,1880,1
162,203803,905981,1,1873,1
162,905981,907520,1,1870,1
162,907520,1026681,1,1870,1
162,1026681,1103594,1,1875,1
162,1103594,1250531,1,1808,1
162,1250531,1332163,1,1834,1
162,1332163,1353279,1,1837,1
162,1353279,1475979,1,1864,1
162,1475979,1476339,1,1770,1
162,1476339,1536305,1,1784,1
162,1536305,1584280,1,1666,1
162,1584280,1591358,1,1745,1
162,1591358,1716799,0,1746,1
164,0,110,1,55,0
164,110,715489,1,55,1
164,715489,733875,0,51,1
165,0,110,1,55,0
165,110,729453,1,55,1
165,729453,1006886,1,51,1
165,1006886,1683494,0,51,1
166,0,1201096,0,11,0
163,0,1632769,0,12,0
167,0,772390,0,64,0
277,0,738436,1,351,0
277,738436,1684695,0,420,1
278,0,26175,0,292,0
278,26175,1825138,0,304,0
279,0,6021,0,122,0
279,6021,18686,0,157,0
279,18686,26173,0,163,0
279,26173,121481,0,166,0
279,121481,1825135,0,168,0
280,0,1737874,0,155,0
168,0,62936,0,150,0
168,62936,1855080,0,160,0
169,0,62936,0,340,0
169,62936,926420,0,351,0
169,926420,1855079,0,350,0
281,0,10216,0,236,0
281,10216,23276,0,256,0
281,23276,24555,0,305,0
281,24555,31853,1,316,0
281,31853,35913,1,339,1
281,35913,1657324,0,350,1
282,0,173729,0,187,0
282,173729,1965873,0,194,0
170,0,104664,1,210,0
170,104664,1959744,0,210,1
171,0,149614,0,241,0
171,149614,1933888,0,257,0
172,0,1784274,0,206,0
173,0,137409,0,312,0
173,137409,157029,1,328,0
173,157029,323697,1,344,1
173,323697,737079,0,373,1
173,737079,1000890,0,373,1
173,1000890,1929549,0,373,1
283,0,30083,0,163,0
283,30083,74473,1,194,0
283,74473,157029,1,198,1
283,157029,1929552,0,211,1
174,0,1201096,0,11,0
284,0,398804,0,5,0
285,0,1180830,1,15,0
285,1180830,1495006,1,14,1
285,1495006,1526338,0,15,1
286,0,980444,1,39,0
286,980444,1003008,0,43,1
286,1003008,1381974,1,43,1
286,1381974,1630318,0,43,1
287,0,333561,0,48,0
288,0,118934,0,33,0
289,0,321111,0,9,0
290,0,12558,0,21,0
291,0,1681870,0,16,0
292,0,581554,0,16,0
293,0,436142,1,7,0
293,436142,678430,0,9,1
294,0,6192,0,8,0
306,0,215974,0,33,0
295,0,163760,0,17,0
296,0,1004945,0,17,0
296,1004945,1383911,1,17,0
296,1383911,1469252,0,17,1
297,0,36957,1,66,0
297,36957,44877,0,69,1
298,0,30265,1,66,0
298,30265,44877,0,69,1
299,0,74805,0,69,0
300,0,1261307,1,69,0
300,1261307,1405643,0,69,1
301,0,325209,0,115,0
302,0,36957,1,119,0
302,36957,44877,0,123,1
303,0,187,1,115,0
303,187,30452,1,119,1
303,30452,45064,0,123,1
304,0,12458,1,123,0
304,12458,74805,0,122,1
305,0,13008,1,123,0
305,13008,1245500,1,122,1
305,1245500,1261306,1,69,1
305,1261306,1263940,1,68,1
305,1263940,1405641,0,68,1
307,0,523455,0,113,0
175,0,1201096,0,19,0
308,0,294549,0,121,0
308,294549,673515,1,121,0
308,673515,921859,0,121,1
309,0,277043,0,23,0
310,0,163760,0,27,0
311,0,1004945,0,27,0
311,1004945,1383911,1,27,0
311,1383911,1469252,0,27,1
312,0,277043,0,21,0
313,0,294549,0,243,0
313,294549,673515,1,243,0
313,673515,921859,0,243,1
176,0,345298,1,466,0
176,345298,355944,1,469,1
176,355944,919654,0,462,1
177,0,345298,1,466,0
177,345298,355944,1,469,1
177,355944,1622132,0,462,1
179,0,431582,1,55,0
179,431582,1026466,1,55,1
179,1026466,1784317,0,55,1
180,0,158737,1,164,0
180,158737,215959,1,199,1
180,215959,220329,1,216,1
180,220329,242094,1,260,1
180,242094,431580,1,261,1
180,431580,625083,1,261,1
180,625083,671202,0,306,1
180,671202,675290,1,306,1
180,675290,694245,1,320,1
180,694245,705403,1,361,1
180,705403,711659,1,356,1
180,711659,728355,1,357,1
180,728355,802525,1,362,1
180,802525,1004950,1,362,1
180,1004950,1026460,1,362,1
180,1026460,1784311,0,362,1
181,0,919655,0,95,0
182,0,1221171,1,95,0
182,1221171,1718845,1,114,1
182,1718845,1868947,0,116,1
183,0,1594613,0,154,0
184,0,196258,1,49,0
184,196258,1765388,0,54,1
178,0,1763290,0,37,0
185,0,1252,1,590,0
185,1252,1888025,0,611,1
186,0,1632769,0,15,0
187,0,932845,1,19,0
187,932845,1632769,0,19,1
188,0,1855080,0,18,0
189,0,1560958,0,18,0
190,0,1855080,0,18,0
191,0,1560958,0,18,0
192,0,1802762,0,8,0
193,0,1855080,0,21,0
194,0,1560958,0,21,0
195,0,1201096,0,11,0
314,0,1927936,0,178,0
196,0,1632769,0,12,0
204,0,1201096,0,142,0
205,0,747640,0,46,0
206,0,1450117,0,46,0
207,0,110,1,26,0
207,110,715489,1,26,1
207,715489,733875,0,22,1
208,0,110,1,26,0
208,110,729453,1,26,1
208,729453,874209,0,22,1
209,0,1201096,0,11,0
210,0,928659,0,44,0
197,0,404564,1,16,0
197,404564,511510,1,24,1
197,511510,681041,1,24,1
197,681041,732012,1,24,1
197,732012,883134,1,26,1
197,883134,1135918,0,26,1
197,1135918,1147458,0,26,1
198,0,404418,1,16,0
198,404418,511387,1,24,1
198,511387,583364,1,24,1
198,583364,731889,1,24,1
198,731889,883849,0,26,1
198,883849,1046869,1,26,1
198,1046869,1135794,0,26,1
198,1135794,1305539,0,26,1
198,1305539,1432501,1,36,1
198,1432501,1784122,0,36,1
199,0,476805,1,85,0
199,476805,630916,1,86,1
199,630916,793490,1,85,1
199,793490,793693,1,86,1
199,793693,807890,1,85,1
199,807890,877580,0,86,1
199,877580,888514,1,86,1
199,888514,943221,0,13,1
200,0,379251,1,85,0
